ensg_id	hgnc_symbol	gene_name_primary	gene_names_all	uniprot_accession	enst_id	chrom_hg38	start_hg38	end_hg38	strand_hg38	chrom_hg19	start_hg19	end_hg19	strand_hg19
ENSG00000182685	BRICD5	BRICD5	BRICD5 C16orf79	Q6PL45	ENST00000328540;ENST00000562360	16	2209253	2210905	-1				
ENSG00000182687	GALR2	GALR2	GALR2 GALNR2	O43603	ENST00000329003	17	76074781	76077537	1	17	74070875.0	74073622.0	1.0
ENSG00000182704	TSKU	TSKU	TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788	Q8WUA8	ENST00000612930;ENST00000333090;ENST00000527881	11	76781403	76798157	1	11	76493295.0	76509198.0	1.0
ENSG00000182752	PAPPA	PAPPA	PAPPA	Q13219	ENST00000328252	9	116153791	116402321	1				
ENSG00000182768	NGRN	NGRN	NGRN FI58G HT020	Q9NPE2	ENST00000379095	15	90265659	90275778	1	15	90808891.0	90816463.0	1.0
ENSG00000182771	GRID1	GRID1	GRID1 KIAA1220	Q9ULK0	ENST00000327946	10	85599552	86366795	-1	10	87359312.0	88126250.0	-1.0
ENSG00000182783	OR2T29	OR2T29	OR2T29	Q8NH02	ENST00000641069;ENST00000328570	1	248556912	248562772	-1	1	248721784.0	248722797.0	-1.0
ENSG00000182854	OR4F15	OR4F15	OR4F15	Q8NGB8	ENST00000332238	15	101812202	101820197	1	15	102358366.0	102359350.0	1.0
ENSG00000182870	GALNT9	GALNT9	GALNT9	Q9HCQ5	ENST00000397325;ENST00000541995	12	132196372	132329598	-1	12	132680924.0	132905935.0	-1.0
ENSG00000182871	COL18A1	COL18A1	COL18A1	P39060	ENST00000651438;ENST00000355480;ENST00000359759	21	45405123	45513721	1	21	46825052.0	46933634.0	1.0
ENSG00000182885	ADGRG3	ADGRG3	ADGRG3 GPR97 PGR26	Q86Y34	ENST00000333493	16	57668277	57689378	1	16	57702099.0	57723975.0	1.0
ENSG00000182985	CADM1	CADM1	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1	Q9BY67	ENST00000331581;ENST00000452722;ENST00000542447;ENST00000537058	11	115169218	115504957	-1	11	115039938.0	115375675.0	-1.0
ENSG00000183019	MCEMP1	MCEMP1	MCEMP1 C19orf59	Q8IX19	ENST00000333598	19	7677088	7679833	1	19	7741514.0	7744712.0	1.0
ENSG00000183023	SLC8A1	SLC8A1	SLC8A1 CNC NCX1	P32418	ENST00000332839;ENST00000406785;ENST00000705604;ENST00000403092;ENST00000405901;ENST00000402441;ENST00000405269;ENST00000406391;ENST00000408028	2	40097270	40611053	-1	2	40324410.0	40838193.0	-1.0
ENSG00000183024	OR1G1	OR1G1	OR1G1 OR1G2	P47890	ENST00000328890	17	3126610	3127551	-1	17	3029878.0	3030875.0	-1.0
ENSG00000183060	LYSMD4	LYSMD4	LYSMD4	Q5XG99	ENST00000409796;ENST00000344791;ENST00000684762	15	99715697	99733561	-1	15	100255902.0	100273766.0	-1.0
ENSG00000183067	IGSF5	IGSF5	IGSF5 JAM4	Q9NSI5	ENST00000380588	21	39745183	39802081	1	21	41117334.0	41174023.0	1.0
ENSG00000183087	GAS6	GAS6	GAS6 AXLLG	Q14393	ENST00000327773	13	113820468	113864123	-1	13	114523522.0	114567046.0	-1.0
ENSG00000183090	FREM3	FREM3	FREM3	P0C091	ENST00000329798	4	143577302	143700675	-1	4	144498455.0	144621828.0	-1.0
ENSG00000183098	GPC6	GPC6	GPC6 UNQ369/PRO705	Q9Y625	ENST00000377047	13	93226807	94408020	1	13	93879095.0	95059655.0	1.0
ENSG00000183117	CSMD1	CSMD1	CSMD1 KIAA1890 UNQ5952/PRO19863	Q96PZ7	ENST00000635120	8	2935353	4994972	-1				
ENSG00000183128	CALHM3	CALHM3	CALHM3 FAM26A	Q86XJ0	ENST00000369783	10	103472804	103479240	-1	10	105232561.0	105238997.0	-1.0
ENSG00000183134	PTGDR2	PTGDR2	PTGDR2 CRTH2 DL1R GPR44	Q9Y5Y4	ENST00000332539	11	60850933	60855950	-1	11	60618413.0	60623444.0	-1.0
ENSG00000183150	GPR19	GPR19	GPR19	Q15760	ENST00000651487;ENST00000540510;ENST00000332427	12	12660047	12696705	-1	12	12813825.0	12849141.0	-1.0
ENSG00000183160	TMEM119	TMEM119	TMEM119 PSEC0199 UNQ731/PRO1415	Q4V9L6	ENST00000392806	12	108589851	108598320	-1	12	108983622.0	108992096.0	-1.0
ENSG00000183185	GABRR3	GABRR3	GABRR3	A8MPY1	ENST00000472788	3	97985102	98035315	-1	3	97705517.0	97754148.0	-1.0
ENSG00000183196	CHST6	CHST6	CHST6	Q9GZX3	ENST00000332272;ENST00000649824;ENST00000649341;ENST00000390664	16	75472052	75495458	-1	16	75510949.0	75529282.0	-1.0
ENSG00000183251	OR51B4	OR51B4	OR51B4	Q9Y5P0	ENST00000380224	11	5301014	5301946	-1	11	5322244.0	5323226.0	-1.0
ENSG00000183255	PTTG1IP	PTTG1IP	PTTG1IP C21orf1 C21orf3	P53801	ENST00000330938	21	44849585	44873903	-1	21	46269500.0	46293752.0	-1.0
ENSG00000183269	OR52E8	OR52E8	OR52E8	Q6IFG1	ENST00000537935	11	5856749	5857690	-1	11	5877904.0	5878964.0	-1.0
ENSG00000183287	CCBE1	CCBE1	CCBE1 KIAA1983 UNQ1921/PRO4395	Q6UXH8	ENST00000439986;ENST00000649564	18	59430939	59697694	-1				
ENSG00000183303	OR5P2	OR5P2	OR5P2	Q8WZ92	ENST00000329434	11	7795974	7796942	-1	11	7817452.0	7818520.0	-1.0
ENSG00000183310	OR2T34	OR2T34	OR2T34	Q8NGX1	ENST00000328782	1	248573801	248574757	-1	1	248737022.0	248738080.0	-1.0
ENSG00000183313	OR52L1	OR52L1	OR52L1	Q8NGH7	ENST00000332249	11	5985892	5986985	-1	11	6007122.0	6008215.0	-1.0
ENSG00000183317	EPHA10	EPHA10	EPHA10	Q5JZY3	ENST00000373048;ENST00000319637	1	37713880	37765133	-1	1	38179552.0	38230805.0	-1.0
ENSG00000183389	OR56A4	OR56A4	OR56A4	Q8NGH8	ENST00000641156;ENST00000641835;ENST00000641279	11	5999445	6006946	-1				
ENSG00000183423	LRIT3	LRIT3	LRIT3	Q3SXY7	ENST00000594814	4	109846013	109872315	1	4	110769358.0	110793471.0	1.0
ENSG00000183454	GRIN2A	GRIN2A	GRIN2A NMDAR2A	Q12879	ENST00000396573;ENST00000330684;ENST00000562109	16	9753404	10183337	-1				
ENSG00000183484	GPR132	GPR132	GPR132 G2A	Q9UNW8	ENST00000329797;ENST00000392585;ENST00000539291	14	105048658	105065940	-1	14	105515728.0	105531782.0	-1.0
ENSG00000183560	IZUMO1R	IZUMO1R	IZUMO1R FOLR4 JUNO	A6ND01	ENST00000687084;ENST00000328458;ENST00000440961	11	94304580	94308146	1	11	94038759.0	94040887.0	1.0
ENSG00000183668	PSG9	PSG9	PSG9 PSG11	Q00887	ENST00000270077;ENST00000244293	19	43211791	43269530	-1	19	43715943.0	43773682.0	-1.0
ENSG00000183671	CMKLR2	CMKLR2	CMKLR2 GPR1	P46091	ENST00000621141;ENST00000407325;ENST00000437420	2	206175316	206218047	-1	2	207040040.0	207082771.0	-1.0
ENSG00000183682	BMP8A	BMP8A	BMP8A	Q7Z5Y6	ENST00000331593	1	39491069	39529869	1	1	39957318.0	39991607.0	1.0
ENSG00000183691	NOG	NOG	NOG	Q13253	ENST00000332822	17	56593699	56595611	1				
ENSG00000183706	OR4N4	OR4N4	OR4N4	Q8N0Y3	ENST00000328795	15	22094522	22095862	1	15	22382382.0	22383507.0	1.0
ENSG00000183715	OPCML	OPCML	OPCML IGLON1 OBCAM	Q14982	ENST00000331898;ENST00000541867;ENST00000524381;ENST00000374778	11	132414977	133532501	-1	11	132284871.0	133402414.0	-1.0
ENSG00000183760	ACP7	ACP7	ACP7 PAPL PAPL1	Q6ZNF0	ENST00000331256	19	39083913	39111497	1	19	39574553.0	39602133.0	1.0
ENSG00000183762	KREMEN1	KREMEN1	KREMEN1 KREMEN KRM1	Q96MU8	ENST00000400335;ENST00000327813;ENST00000407188	22	29072950	29168333	1	22	29469066.0	29564321.0	1.0
ENSG00000183778	B3GALT5	B3GALT5	B3GALT5	Q9Y2C3	ENST00000380620;ENST00000615480;ENST00000684187;ENST00000684495;ENST00000683344;ENST00000398714;ENST00000682542;ENST00000343118;ENST00000380618	21	39556442	39673137	1	21	40928369.0	41045064.0	1.0
ENSG00000183798	EMILIN3	EMILIN3	EMILIN3 C20orf130 EMILIN5	Q9NT22	ENST00000332312	20	41359962	41366818	-1	20	39988606.0	39995467.0	-1.0
ENSG00000183801	OLFML1	OLFML1	OLFML1 UNQ564/PRO1126	Q6UWY5	ENST00000530135;ENST00000329293	11	7485362	7512897	1	11	7506619.0	7532608.0	1.0
ENSG00000183813	CCR4	CCR4	CCR4 CMKBR4	P51679	ENST00000330953;ENST00000718415	3	32951644	32957120	1	3	32993066.0	32997841.0	1.0
ENSG00000183840	GPR39	GPR39	GPR39	O43194	ENST00000329321	2	132416805	132646582	1	2	133174147.0	133404132.0	1.0
ENSG00000183844	FAM3B	FAM3B	FAM3B C21orf11 C21orf76 PRED44 UNQ320/PRO365	P58499	ENST00000357985;ENST00000398647;ENST00000398652	21	41304212	41357727	1	21	42676139.0	42729358.0	1.0
ENSG00000183853	KIRREL1	KIRREL1	KIRREL1 KIRREL NEPH1	Q96J84	ENST00000359209	1	157993273	158100262	1	1	157963063.0	158070052.0	1.0
ENSG00000183873	SCN5A	SCN5A	SCN5A	Q14524	ENST00000327956;ENST00000333535;ENST00000423572	3	38548057	38649743	-1	3	38589548.0	38691164.0	-1.0
ENSG00000183876	ARSI	ARSI	ARSI	Q5FYB1	ENST00000328668;ENST00000515301	5	150296343	150339307	-1	5	149675906.0	149718870.0	-1.0
ENSG00000183960	KCNH8	KCNH8	KCNH8	Q96L42	ENST00000328405	3	19148102	19535642	1	3	19189946.0	19577138.0	1.0
ENSG00000183971	NPW	NPW	NPW PPL8 PPNPW	Q8N729	ENST00000566435	16	2009926	2020755	1	16	2059927.0	2070756.0	1.0
ENSG00000184005	ST6GALNAC3	ST6GALNAC3	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	Q8NDV1	ENST00000328299	1	76074746	76634603	1	1	76540404.0	77100286.0	1.0
ENSG00000184012	TMPRSS2	TMPRSS2	TMPRSS2 PRSS10	O15393	ENST00000676973;ENST00000679054;ENST00000678348;ENST00000332149;ENST00000398585;ENST00000458356;ENST00000454499	21	41464296	41531116	-1	21	42836478.0	42903043.0	-1.0
ENSG00000184022	OR2T10	OR2T10	OR2T10	Q8NGZ9	ENST00000642090;ENST00000330500	1	248590487	248597700	-1	1	248756052.0	248757100.0	-1.0
ENSG00000184140	OR4F6	OR4F6	OR4F6 OR4F12	Q8NGB9	ENST00000328882	15	101803509	101806887	1	15	102345902.0	102346876.0	1.0
ENSG00000184144	CNTN2	CNTN2	CNTN2 AXT TAG1 TAX1	Q02246	ENST00000638378;ENST00000639302;ENST00000640326;ENST00000331830	1	205042937	205078289	1	1	205012325.0	205047627.0	1.0
ENSG00000184155	OR10J5	OR10J5	OR10J5	Q8NHC4	ENST00000334857	1	159535078	159536007	-1	1	159504793.0	159505842.0	-1.0
ENSG00000184160	ADRA2C	ADRA2C	ADRA2C ADRA2L2 ADRA2RL2	P18825	ENST00000330055	4	3766348	3768526	1	4	3768075.0	3770251.0	1.0
ENSG00000184163	C1QTNF12	C1QTNF12	C1QTNF12 C1QDC2 CTRP12 FAM132A	Q5T7M4	ENST00000330388	1	1242446	1246722	-1	1	1177826.0	1182102.0	-1.0
ENSG00000184164	CRELD2	CRELD2	CRELD2 UNQ185/PRO211	Q6UXH1	ENST00000328268;ENST00000404488;ENST00000403427;ENST00000407217	22	49917989	49927544	1				
ENSG00000184166	OR1D2	OR1D2	OR1D2 OLFR1	P34982	ENST00000641064;ENST00000641833	17	3088484	3104422	-1				
ENSG00000184194	GPR173	GPR173	GPR173 SREB3	Q9NS66	ENST00000332582	X	53048789	53080615	1	X	53078273.0	53109797.0	1.0
ENSG00000184226	PCDH9	PCDH9	PCDH9	Q9HC56	ENST00000377865;ENST00000544246	13	66302834	67230445	-1	13	66876967.0	67804468.0	-1.0
ENSG00000184261	KCNK12	KCNK12	KCNK12	Q9HB15	ENST00000327876	2	47509290	47570985	-1	2	47743720.0	47798078.0	-1.0
ENSG00000184277	TM2D3	TM2D3	TM2D3 BLP2	Q9BRN9	ENST00000347970;ENST00000333202	15	101621444	101652391	-1	15	102161847.0	102192594.0	-1.0
ENSG00000184292	TACSTD2	TACSTD2	TACSTD2 GA733-1 M1S1 TROP2	P09758	ENST00000371225	1	58575433	58577252	-1	1	59041099.0	59043166.0	-1.0
ENSG00000184313	MROH7	MROH7	MROH7 C1orf175 HEATR8	Q68CQ1	ENST00000421030;ENST00000395690;ENST00000413188;ENST00000422659;ENST00000438846	1	54641754	54710266	1	1	55107463.0	55175939.0	1.0
ENSG00000184344	GDF3	GDF3	GDF3 UNQ222/PRO248	Q9NR23	ENST00000329913	12	7689784	7695775	-1	12	7842378.0	7848372.0	-1.0
ENSG00000184347	SLIT3	SLIT3	SLIT3 KIAA0814 MEGF5 SLIL2 UNQ691/PRO1336	O75094	ENST00000519560;ENST00000332966	5	168661740	169301139	-1	5	168088745.0	168728133.0	-1.0
ENSG00000184349	EFNA5	EFNA5	EFNA5 EPLG7 LERK7	P52803	ENST00000333274	5	107376894	107670937	-1	5	106712590.0	107006596.0	-1.0
ENSG00000184371	CSF1	CSF1	CSF1	P09603	ENST00000329608;ENST00000369802;ENST00000420111;ENST00000369801	1	109910242	109930993	1	1	110452864.0	110473614.0	1.0
ENSG00000184374	COLEC10	COLEC10	COLEC10 CLL1 UNQ366/PRO702	Q9Y6Z7	ENST00000332843	8	118995452	119108455	1	8	120007691.0	120118821.0	1.0
ENSG00000184389	A3GALT2	A3GALT2	A3GALT2 A3GALT2P IGBS3S	U3KPV4	ENST00000442999	1	33306766	33321098	-1	1	33772367.0	33786699.0	-1.0
ENSG00000184394	OR4N5	OR4N5	OR4N5	Q8IXE1	ENST00000641086	14	20138820	20145471	1				
ENSG00000184434	LRRC19	LRRC19	LRRC19	Q9H756	ENST00000380055	9	26993136	27005709	-1	9	26993134.0	27005691.0	-1.0
ENSG00000184454	NCMAP	NCMAP	NCMAP C1orf130	Q5T1S8	ENST00000374392	1	24556076	24609328	1	1	24882602.0	24935819.0	1.0
ENSG00000184459	BPIFC	BPIFC	BPIFC BPIL2	Q8NFQ6	ENST00000397452;ENST00000300399	22	32413845	32464484	-1	22	32809834.0	32860471.0	-1.0
ENSG00000184478	OR56A3	OR56A3	OR56A3 OR56A3P OR56A6	Q8NH54	ENST00000641160;ENST00000641905	11	5938751	5951347	1				
ENSG00000184500	PROS1	PROS1	PROS1 PROS	P07225	ENST00000394236;ENST00000348974	3	93873046	93980003	-1	3	93591881.0	93692910.0	-1.0
ENSG00000184530	C6orf58	LEG1	LEG1 C6orf58	Q6P5S2	ENST00000329722	6	127519455	127591820	1	6	127840600.0	127912962.0	1.0
ENSG00000184574	LPAR5	LPAR5	LPAR5 GPR92 GPR93	Q9H1C0	ENST00000431922;ENST00000329858	12	6618835	6636444	-1	12	6728001.0	6745613.0	-1.0
ENSG00000184611	KCNH7	KCNH7	KCNH7 ERG3	Q9NS40	ENST00000332142;ENST00000328032	2	162371407	162838767	-1	2	163227917.0	163695240.0	-1.0
ENSG00000184613	NELL2	NELL2	NELL2 NRP2	Q99435	ENST00000429094;ENST00000452445;ENST00000549027;ENST00000333837;ENST00000437801;ENST00000395487	12	44508274	44921889	-1	12	44902058.0	45315631.0	-1.0
ENSG00000184647	PRSS55	PRSS55	PRSS55 TSP1 UNQ9391/PRO34284	Q6UWB4	ENST00000328655;ENST00000522210	8	10525532	10554166	1				
ENSG00000184678	H2BC21	H2BC21	H2BC21 H2BFQ HIST2H2BE	Q16778	ENST00000369155	1	149884459	149886682	-1	1	149856010.0	149858232.0	-1.0
ENSG00000184698	OR51M1	OR51M1	OR51M1	Q9H341	ENST00000642046;ENST00000328611	11	5383812	5393263	1	11	5410607.0	5411664.0	1.0
ENSG00000184709	LRRC26	LRRC26	LRRC26 CAPC	Q2I0M4	ENST00000371542	9	137168758	137170051	-1	9	140063210.0	140064503.0	-1.0
ENSG00000184831	APOO	APOO	APOO FAM121B MIC23 MIC26 My025 UNQ1866/PRO4302	Q9BUR5	ENST00000379226	X	23833353	23908070	-1	X	23851470.0	23926057.0	-1.0
ENSG00000184840	TMED9	TMED9	TMED9 GP25L2	Q9BVK6	ENST00000332598	5	177592195	177597242	1	5	177019159.0	177023125.0	1.0
ENSG00000184845	DRD1	DRD1	DRD1	P21728	ENST00000393752	5	175440027	175444794	-1	5	174867042.0	174871211.0	-1.0
ENSG00000184908	CLCNKB	CLCNKB	CLCNKB	P51801	ENST00000684324;ENST00000684545;ENST00000682338;ENST00000682793;ENST00000375679;ENST00000375667	1	16040252	16057367	1	1	16370272.0	16383803.0	1.0
ENSG00000184916	JAG2	JAG2	JAG2	Q9Y219	ENST00000347004;ENST00000331782	14	105140982	105168919	-1	14	105607318.0	105635161.0	-1.0
ENSG00000184933	OR6A2	OR6A2	OR6A2 OR6A1 OR6A2P	O95222	ENST00000641196	11	6791736	6799689	-1				
ENSG00000184954	OR6C70	OR6C70	OR6C70	A6NIJ9	ENST00000327335	12	55469200	55470138	-1	12	55862984.0	55863922.0	-1.0
ENSG00000184956	MUC6	MUC6	MUC6	Q6W4X9	ENST00000421673	11	1012823	1036718	-1				
ENSG00000184984	CHRM5	CHRM5	CHRM5	P08912	ENST00000383263;ENST00000557872	15	33968497	34067458	1	15	34260921.0	34357291.0	1.0
ENSG00000184985	SORCS2	SORCS2	SORCS2 KIAA1329	Q96PQ0	ENST00000507866	4	7192538	7742827	1	4	7194265.0	7744554.0	1.0
ENSG00000184995	IFNE	IFNE	IFNE IFNE1 UNQ360/PRO655	Q86WN2	ENST00000448696	9	21480839	21482313	-1	9	21480841.0	21482312.0	-1.0
ENSG00000184999	SLC22A10	SLC22A10	SLC22A10 OAT5	Q63ZE4	ENST00000332793	11	63268022	63311874	1	11	62905339.0	63137190.0	1.0
ENSG00000185008	ROBO2	ROBO2	ROBO2 KIAA1568	Q9HCK4	ENST00000487694;ENST00000461745	3	75906695	77649964	1	3	75955846.0	77699115.0	1.0
ENSG00000185010	F8	F8	F8 F8C	P00451	ENST00000330287;ENST00000360256	X	154835788	155026940	-1	X	154064063.0	154255215.0	-1.0
ENSG00000185033	SEMA4B	SEMA4B	SEMA4B KIAA1745 SEMAC UNQ749/PRO1480	Q9NPR2	ENST00000332496;ENST00000411539	15	90160604	90229679	1	15	90703836.0	90772911.0	1.0
ENSG00000185052	SLC24A3	SLC24A3	SLC24A3 NCKX3	Q9HC58	ENST00000328041	20	19212510	19722926	1	20	19193290.0	19703581.0	1.0
ENSG00000185053	SGCZ	SGCZ	SGCZ	Q96LD1	ENST00000382080	8	14084845	15238431	-1	8	13947373.0	15095848.0	-1.0
ENSG00000185070	FLRT2	FLRT2	FLRT2 KIAA0405 UNQ232/PRO265	O43155	ENST00000330753;ENST00000554746;ENST00000682132;ENST00000683129	14	85530017	85654428	1	14	85996488.0	86095034.0	1.0
ENSG00000185101	ANO9	ANO9	ANO9 PIG5 TMEM16J TP53I5	A1A5B4	ENST00000332826	11	417921	442072	-1	11	417933.0	442011.0	-1.0
ENSG00000185127	C6orf120	C6orf120	C6orf120	Q7Z4R8	ENST00000332290	6	169702126	169706360	1	6	170102233.0	170106401.0	1.0
ENSG00000185130	H2BC13	H2BC13	H2BC13 H2BFC HIST1H2BL	Q99880	ENST00000377401	6	27807479	27807929	-1	6	27775257.0	27775709.0	-1.0
ENSG00000185149	NPY2R	NPY2R	NPY2R	P49146	ENST00000329476;ENST00000506608	4	155208636	155217078	1	4	156129781.0	156138230.0	1.0
ENSG00000185158	LRRC37B	LRRC37B	LRRC37B	Q96QE4	ENST00000341671;ENST00000584368	17	32007383	32053504	1	17	30334891.0	30380523.0	1.0
ENSG00000185164	NOMO2	NOMO2	NOMO2	Q5JPE7	ENST00000330537;ENST00000381474;ENST00000621364;ENST00000622306;ENST00000543392	16	18417325	18562211	-1	16	18511182.0	18573533.0	-1.0
ENSG00000185187	SIGIRR	SIGIRR	SIGIRR UNQ301/PRO342	Q6IA17	ENST00000431843;ENST00000714413;ENST00000397632;ENST00000332725;ENST00000714416	11	405711	417473	-1	11	405716.0	417455.0	-1.0
ENSG00000185198	PRSS57	PRSS57	PRSS57 PRSSL1 UNQ782/PRO1599	Q6UWY2	ENST00000613411	19	685546	695498	-1				
ENSG00000185231	MC2R	MC2R	MC2R ACTHR	Q01718	ENST00000327606	18	13882043	13915707	-1	18	13882043.0	13915706.0	-1.0
ENSG00000185236	RAB11B	RAB11B	RAB11B YPT3	Q15907	ENST00000328024;ENST00000594216	19	8389981	8405873	1	19	8454865.0	8469318.0	1.0
ENSG00000185245	GP1BA	GP1BA	GP1BA	P07359	ENST00000329125	17	4932277	4935023	1	17	4835592.0	4838325.0	1.0
ENSG00000185269	NOTUM	NOTUM	NOTUM OK/SW-CL.30	Q6P988	ENST00000409678	17	81952507	81963328	-1				
ENSG00000185274	GALNT17	GALNT17	GALNT17 WBSCR17	Q6IS24	ENST00000333538	7	71132144	71713600	1	7	70597155.0	71178585.0	1.0
ENSG00000185291	IL3RA	IL3RA	IL3RA IL3R	P26951	ENST00000331035;ENST00000381469	X	1335025	1382689	1	X	1455509.0	1501578.0	1.0
ENSG00000185294	SPPL2C	SPPL2C	SPPL2C IMP5	Q8IUH8	ENST00000329196	17	45844881	45847067	1	17	43922256.0	43924438.0	1.0
ENSG00000185303	SFTPA2	SFTPA2	SFTPA2 COLEC5 PSAP SFTP1 SFTPA SFTPA2B	Q8IWL1	ENST00000372325;ENST00000372327	10	79555761	79560492	-1	10	81315608.0	81320153.0	-1.0
ENSG00000185313	SCN10A	SCN10A	SCN10A	Q9Y5Y9	ENST00000449082	3	38696802	38816286	-1	3	38738293.0	38835501.0	-1.0
ENSG00000185344	ATP6V0A2	ATP6V0A2	ATP6V0A2	Q9Y487	ENST00000330342	12	123712342	123761755	1	12	124196865.0	124246302.0	1.0
ENSG00000185352	HS6ST3	HS6ST3	HS6ST3	Q8IZP7	ENST00000376705	13	96090107	96839562	1	13	96743093.0	97485671.0	1.0
ENSG00000185372	OR2V1	OR2V1	OR2V1	Q8NHB1	ENST00000641318;ENST00000642036;ENST00000641551	5	181123122	181131169	-1				
ENSG00000185385	OR7A17	OR7A17	OR7A17	O14581	ENST00000642123;ENST00000641113	19	14878203	14886132	-1				
ENSG00000185436	IFNLR1	IFNLR1	IFNLR1 IL28RA LICR2	Q8IU57	ENST00000327535;ENST00000327575;ENST00000374421;ENST00000374418	1	24154168	24187959	-1	1	24480647.0	24514449.0	-1.0
ENSG00000185442	FAM174B	FAM174B	FAM174B	Q3ZCQ3	ENST00000327355	15	92617448	92809884	-1	15	93160673.0	93353114.0	-1.0
ENSG00000185483	ROR1	ROR1	ROR1 NTRKR1	Q01973	ENST00000371079;ENST00000371080	1	63774017	64181498	1	1	64239693.0	64647181.0	1.0
ENSG00000185499	MUC1	MUC1	MUC1 PUM	P15941	ENST00000368392;ENST00000368393;ENST00000342482;ENST00000343256;ENST00000368389;ENST00000368390;ENST00000368396;ENST00000368398;ENST00000337604	1	155185824	155192916	-1	1	155158300.0	155162707.0	-1.0
ENSG00000185518	SV2B	SV2B	SV2B KIAA0735	Q7L1I2	ENST00000545111;ENST00000394232;ENST00000557410;ENST00000330276	15	91099869	91302565	1	15	91643180.0	91844539.0	1.0
ENSG00000185559	DLK1	DLK1	DLK1 DLK	P80370	ENST00000341267;ENST00000331224	14	100725705	100738224	1	14	101192042.0	101201539.0	1.0
ENSG00000185565	LSAMP	LSAMP	LSAMP IGLON3 LAMP	Q13449	ENST00000490035	3	115802374	117997592	-1	3	115521235.0	117716095.0	-1.0
ENSG00000185585	OLFML2A	OLFML2A	OLFML2A UNQ9394/PRO34319	Q68BL7	ENST00000373580;ENST00000288815	9	124777122	124814885	1	9	127539437.0	127577164.0	1.0
ENSG00000185591	SP1	SP1	SP1 TSFP1	P08047	ENST00000327443;ENST00000426431	12	53380176	53416446	1	12	53773960.0	53810230.0	1.0
ENSG00000185615	PDIA2	PDIA2	PDIA2 PDIP	Q13087	ENST00000219406;ENST00000404312	16	283152	287215	1				
ENSG00000185652	NTF3	NTF3	NTF3	P20783	ENST00000423158;ENST00000331010	12	5432108	5521536	1	12	5541278.0	5630702.0	1.0
ENSG00000185664	PMEL	PMEL	PMEL D12S53E PMEL17 SILV	P40967	ENST00000449260;ENST00000548747;ENST00000552882;ENST00000550464;ENST00000548493	12	55954104	55973317	-1	12	56347889.0	56367101.0	-1.0
ENSG00000185716	MOSMO	MOSMO	MOSMO ATTHOG C16orf52	Q8NHV5	ENST00000542527;ENST00000331057	16	22007638	22087534	1	16	22018959.0	22098855.0	1.0
ENSG00000185737	NRG3	NRG3	NRG3	P56975	ENST00000372141;ENST00000404547;ENST00000372142	10	81875194	82987179	1	10	83635070.0	84746935.0	1.0
ENSG00000185739	SRL	SRL	SRL	Q86TD4	ENST00000399609;ENST00000537996	16	4189374	4242083	-1	16	4239375.0	4292081.0	-1.0
ENSG00000185742	C11orf87	C11orf87	C11orf87	Q6NUJ2	ENST00000327419	11	109422190	109429167	1	11	109292846.0	109299840.0	1.0
ENSG00000185821	OR6C76	OR6C76	OR6C76	A6NM76	ENST00000328314	12	55426254	55427192	1	12	55820038.0	55820976.0	1.0
ENSG00000185842	DNAH14	DNAH14	DNAH14 C1orf67	Q0VDD8	ENST00000445597;ENST00000430092;ENST00000366850;ENST00000400952;ENST00000366848;ENST00000439375	1	224896262	225399292	1				
ENSG00000185862	EVI2B	EVI2B	EVI2B EVDB	P34910	ENST00000330927;ENST00000577894	17	31303770	31314421	-1	17	29630784.0	29641130.0	-1.0
ENSG00000185873	TMPRSS11B	TMPRSS11B	TMPRSS11B HATL5	Q86T26	ENST00000332644	4	68226653	68245694	-1	4	69092371.0	69111438.0	-1.0
ENSG00000185888	PRSS38	PRSS38	PRSS38 MPN2	A1L453	ENST00000366757	1	227815675	227846470	1	1	228003394.0	228034171.0	1.0
ENSG00000185896	LAMP1	LAMP1	LAMP1	P11279	ENST00000332556	13	113297088	113323674	1	13	113951556.0	113977987.0	1.0
ENSG00000185897	FFAR3	FFAR3	FFAR3 GPR41	O14843	ENST00000327809;ENST00000594310	19	35358348	35360489	1	19	35849362.0	35851387.0	1.0
ENSG00000185899	TAS2R60	TAS2R60	TAS2R60	P59551	ENST00000332690	7	143443453	143444409	1	7	143140546.0	143141502.0	1.0
ENSG00000185900	POMK	POMK	POMK SGK196	Q9H5K3	ENST00000676193;ENST00000331373	8	43093498	43131180	1	8	42948658.0	42978577.0	1.0
ENSG00000185905	C16orf54	C16orf54	C16orf54 UNQ9389/PRO34280	Q6UWD8	ENST00000329410	16	29742463	29745990	-1	16	29753784.0	29757327.0	-1.0
ENSG00000185920	PTCH1	PTCH1	PTCH1 PTCH	Q13635	ENST00000331920;ENST00000437951;ENST00000711046;ENST00000430669;ENST00000692981;ENST00000429896	9	95442980	95517057	-1	9	98205262.0	98279339.0	-1.0
ENSG00000185924	RTN4RL1	RTN4RL1	RTN4RL1 NGRH2 NGRL2	Q86UN2	ENST00000331238	17	1934677	2025334	-1	17	1837971.0	1928639.0	-1.0
ENSG00000185926	OR4C46	OR4C46	OR4C46	A6NHA9	ENST00000328188	11	54603069	54603998	-1	11	51515282.0	51516211.0	1.0
